industry,country,referral_source,is_trial,churn_flag,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,subscription_age_days,total_upgrades,total_downgrades,total_usage,average_usage,average_usage_duration,total_errors,beta_feature_usage,unique_features_used,total_support_tickets,average_resolution_time,average_first_response_time,average_satisfaction,escalation_count,account_age_days,revenue_per_seat,customer_activity_score,ticket_resolution_efficiency,usage_per_feature,error_rate,satisfaction_index
1,0,1,0,0,2,38,1862,22344,0,1,633,0,0,111.0,11.1,4251.1,3.0,0.0,10.0,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0,780,49.0,90.0,0.034090909090909095,11.1,0.02702702702702703,0.125
3,1,4,0,0,1,10,1990,23880,1,1,623,2,1,41.0,13.666666666666666,1902.3333333333333,3.0,0.0,3.0,3.0,37.0,93.33333333333333,5.0,0.0,1076,199.0,20.0,0.02631578947368421,13.666666666666666,0.07317073170731707,0.13157894736842105
3,6,2,0,0,1,18,3582,42984,1,1,616,0,0,47.0,9.4,1814.0,1.0,0.0,5.0,5.0,45.0,75.4,4.0,0.0,845,199.0,20.0,0.021739130434782608,9.4,0.02127659574468085,0.08695652173913043
3,6,4,0,1,1,34,6766,81192,0,1,732,2,0,81.0,10.125,2318.375,3.0,1.0,7.0,6.0,30.333333333333332,88.5,4.6,1.0,1049,199.0,45.0,0.03191489361702128,11.571428571428571,0.037037037037037035,0.1468085106382979
3,6,1,0,0,0,9,171,2052,1,1,791,0,1,69.0,8.625,2865.25,1.0,1.0,8.0,4.0,23.25,58.25,4.0,1.0,1259,19.0,47.0,0.041237113402061855,8.625,0.014492753623188406,0.10817776539426024
3,6,1,0,1,2,38,0,0,0,1,692,4,1,76.0,10.857142857142858,4061.5714285714284,10.0,0.0,7.0,5.0,21.2,90.4,4.25,0.0,1185,0.0,31.0,0.04504504504504505,10.857142857142858,0.13157894736842105,0.19144144144144146
1,6,0,0,1,2,10,490,5880,0,0,644,1,1,29.0,14.5,902.0,4.0,0.0,2.0,3.0,29.0,81.33333333333333,4.0,0.0,786,49.0,6.0,0.03333333333333333,14.5,0.13793103448275862,0.13333333333333333
4,2,2,0,0,1,17,3383,40596,1,1,637,2,0,143.0,11.0,2793.3846153846152,2.0,3.0,11.0,3.0,33.333333333333336,49.666666666666664,5.0,0.0,943,199.0,124.0,0.029126213592233007,13.0,0.013986013986013986,0.14563106796116504
1,6,4,0,0,0,9,171,2052,0,1,693,0,1,83.0,9.222222222222221,1679.888888888889,8.0,0.0,7.0,2.0,42.5,159.5,5.0,0.0,952,19.0,57.0,0.022988505747126436,11.857142857142858,0.0963855421686747,0.11494252873563218
1,6,3,0,0,1,16,3184,38208,0,1,616,1,0,10.0,3.3333333333333335,725.0,3.0,0.0,3.0,5.0,37.8,76.0,4.0,0.0,942,199.0,-21.0,0.025773195876288662,3.3333333333333335,0.3,0.10309278350515465
1,6,1,0,1,2,64,3136,37632,1,1,622,2,0,11.0,11.0,2046.0,0.0,1.0,1.0,3.0,36.333333333333336,62.333333333333336,3.0,0.0,1116,49.0,-4.0,0.026785714285714284,11.0,0.0,0.08035714285714285
1,6,1,1,1,2,15,735,8820,0,1,632,3,1,50.0,10.0,3021.392857142857,2.0,0.0,5.0,3.0,36.333333333333336,115.0,4.0,1.0,1312,49.0,24.0,0.026785714285714284,10.5,0.047619047619047616,0.10714285714285714
1,2,3,0,1,0,36,684,8208,0,1,666,0,1,41.0,13.666666666666666,2314.0,1.0,0.0,3.0,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,1172,19.0,24.0,0.06122448979591836,13.666666666666666,0.024390243902439025,0.26530612244897955
1,6,2,0,1,1,30,5970,71640,0,1,614,0,2,56.0,9.333333333333334,3371.8333333333335,6.0,1.0,5.0,3.0,28.0,93.0,4.0,1.0,1314,199.0,29.0,0.034482758620689655,11.2,0.10714285714285714,0.13793103448275862
1,6,1,0,1,1,33,0,0,1,0,612,0,0,80.0,8.88888888888889,2791.5555555555557,6.0,0.0,8.0,7.0,40.42857142857143,76.0,3.8,0.0,683,0.0,33.0,0.02413793103448276,10.0,0.075,0.09172413793103448
0,6,0,0,0,2,30,1470,17640,0,1,638,1,0,50.0,10.0,3387.4,0.0,1.0,4.0,1.0,72.0,111.0,4.0,0.0,1290,49.0,45.0,0.0136986301369863,12.5,0.0,0.10817776539426024
0,4,1,0,0,2,38,1862,22344,0,1,685,1,0,22.0,7.333333333333333,1424.0,1.0,1.0,3.0,4.0,32.5,103.75,4.0,1.0,1007,49.0,0.0,0.029850746268656716,7.333333333333333,0.045454545454545456,0.11940298507462686
0,1,1,0,0,0,34,646,7752,0,1,611,2,0,41.0,10.25,2728.5,0.0,1.0,4.0,2.0,42.0,108.0,3.0,0.0,910,19.0,31.0,0.023255813953488372,10.25,0.0,0.06976744186046512
2,3,4,0,0,1,93,18507,222084,0,1,622,0,0,74.0,9.25,2190.5,10.0,0.0,8.0,1.0,13.0,128.0,3.0,0.0,789,199.0,49.0,0.07142857142857142,9.25,0.13513513513513514,0.21428571428571427
2,4,2,0,0,1,29,0,0,0,1,614,0,0,124.0,10.333333333333334,3086.6666666666665,3.0,1.0,10.0,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,676,0.0,88.0,0.03680981595092024,12.4,0.024193548387096774,0.1349693251533742
3,1,3,0,0,0,39,0,0,0,1,625,1,1,72.0,10.285714285714286,2256.714285714286,1.0,2.0,7.0,4.0,31.25,60.5,4.0,0.0,1088,0.0,50.0,0.031007751937984496,10.285714285714286,0.013888888888888888,0.12403100775193798
3,6,2,1,0,2,28,1372,16464,0,1,654,0,0,11.0,11.0,2090.0,0.0,0.0,1.0,5.0,36.2,116.2,5.0,0.0,1097,49.0,-14.0,0.026881720430107524,11.0,0.0,0.13440860215053763
1,5,4,0,0,1,25,4975,59700,1,1,743,0,0,20.0,10.0,4422.5,2.0,0.0,2.0,5.0,32.8,68.4,4.333333333333333,0.0,1118,199.0,-9.0,0.02958579881656805,10.0,0.1,0.1282051282051282
4,3,2,0,1,2,45,2205,26460,0,1,628,0,1,49.0,9.8,2706.6,0.0,0.0,5.0,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,721,49.0,19.0,0.029850746268656716,9.8,0.0,0.10945273631840795
2,6,4,1,0,2,47,2303,27636,1,1,626,1,0,80.0,10.0,2068.5,7.0,0.0,8.0,4.0,22.5,80.25,5.0,1.0,1023,49.0,46.0,0.0425531914893617,10.0,0.0875,0.2127659574468085
1,6,0,0,0,1,82,0,0,0,1,614,0,1,38.0,9.5,3017.0,6.0,0.0,4.0,7.0,33.0,78.0,4.2,0.0,648,0.0,-9.0,0.029411764705882353,9.5,0.15789473684210525,0.12352941176470589
3,6,4,0,0,2,19,0,0,0,1,618,3,2,83.0,10.375,2932.625,10.0,0.0,7.0,3.0,45.333333333333336,102.66666666666667,4.5,0.0,735,0.0,48.0,0.021582733812949638,11.857142857142858,0.12048192771084337,0.09712230215827337
2,4,3,0,0,2,7,343,4116,1,1,617,1,1,45.0,7.5,3310.5,6.0,1.0,6.0,4.0,28.0,82.0,5.0,1.0,727,49.0,13.0,0.034482758620689655,7.5,0.13333333333333333,0.1724137931034483
4,6,4,0,1,1,31,6169,74028,0,1,625,0,2,50.0,10.0,2924.4,6.0,0.0,5.0,6.0,37.833333333333336,67.83333333333333,5.0,1.0,986,199.0,8.0,0.02575107296137339,10.0,0.12,0.12875536480686695
0,6,1,1,0,1,15,2985,35820,1,1,656,1,2,15.0,15.0,3540.0,2.0,0.0,1.0,3.0,32.666666666666664,88.0,5.0,0.0,823,199.0,-4.0,0.029702970297029705,15.0,0.13333333333333333,0.14851485148514854
1,3,1,0,0,1,15,0,0,0,0,638,1,0,60.0,10.0,2150.1666666666665,2.0,0.0,6.0,2.0,10.0,107.0,3.0,0.0,1233,0.0,46.0,0.09090909090909091,10.0,0.03333333333333333,0.2727272727272727
1,6,3,1,0,1,12,2388,28656,1,1,682,2,0,25.0,8.333333333333334,2059.0,7.0,0.0,3.0,2.0,68.5,86.5,3.0,1.0,1185,199.0,1.0,0.014388489208633094,8.333333333333334,0.28,0.04316546762589928
4,1,3,1,1,1,19,0,0,1,1,611,2,1,44.0,11.0,3495.0,0.0,1.0,4.0,6.0,41.0,86.5,4.333333333333333,0.0,1065,0.0,14.0,0.023809523809523808,11.0,0.0,0.10317460317460315
1,1,3,1,0,0,24,456,5472,1,1,622,0,1,30.0,10.0,3967.0,0.0,1.0,3.0,5.0,39.2,61.4,4.0,0.0,865,19.0,5.0,0.02487562189054726,10.0,0.0,0.09950248756218905
3,1,2,1,1,0,24,456,5472,1,1,763,0,1,66.0,11.0,3712.8333333333335,4.0,0.0,5.0,3.0,44.666666666666664,63.0,4.333333333333333,0.0,1011,19.0,43.0,0.021897810218978103,13.2,0.06060606060606061,0.0948905109489051
3,4,3,0,0,1,86,0,0,1,1,629,0,0,37.0,9.25,3402.5,4.0,1.0,4.0,1.0,47.0,48.0,4.0,0.0,880,0.0,24.0,0.020833333333333332,9.25,0.10810810810810811,0.08333333333333333
1,6,1,0,0,2,33,1617,19404,1,1,614,1,1,25.0,8.333333333333334,1315.6666666666667,1.0,1.0,3.0,5.0,24.2,88.8,4.2,0.0,657,49.0,-2.0,0.03968253968253968,8.333333333333334,0.04,0.16666666666666666
1,6,4,0,1,0,30,0,0,1,1,673,0,0,51.0,8.5,3347.8333333333335,4.0,0.0,5.0,1.0,64.0,136.0,4.0,0.0,1155,0.0,38.0,0.015384615384615385,10.2,0.0784313725490196,0.10817776539426024
4,4,4,0,0,1,30,5970,71640,0,1,721,2,0,59.0,8.428571428571429,3255.5714285714284,3.0,1.0,6.0,5.0,22.2,94.0,3.6666666666666665,1.0,1055,199.0,28.0,0.04310344827586207,9.833333333333334,0.05084745762711865,0.15804597701149425
4,2,2,1,0,2,48,2352,28224,0,1,626,1,0,51.0,10.2,3360.8,1.0,1.0,5.0,3.0,46.333333333333336,67.0,4.333333333333333,0.0,1331,49.0,34.0,0.02112676056338028,10.2,0.0196078431372549,0.09154929577464788
1,6,0,0,1,2,26,1274,15288,1,1,615,1,0,11.0,5.5,1690.0,0.0,0.0,2.0,3.0,18.333333333333332,85.33333333333333,4.0,0.0,925,49.0,-4.0,0.05172413793103449,5.5,0.0,0.10817776539426024
1,6,2,1,0,1,2,398,4776,0,0,623,1,2,55.0,11.0,3888.4,6.0,0.0,5.0,2.0,38.5,98.0,4.0,1.0,854,199.0,33.0,0.02531645569620253,11.0,0.10909090909090909,0.10126582278481013
3,6,0,0,0,1,27,5373,64476,0,1,648,1,3,67.0,11.166666666666666,3305.8333333333335,0.0,0.0,6.0,6.0,31.5,71.0,4.0,0.0,1040,199.0,37.0,0.03076923076923077,11.166666666666666,0.0,0.12307692307692308
4,6,3,0,0,1,63,0,0,0,1,611,2,0,22.0,7.333333333333333,2048.3333333333335,0.0,0.0,3.0,6.0,37.333333333333336,79.16666666666667,4.4,0.0,662,0.0,-8.0,0.02608695652173913,7.333333333333333,0.0,0.11478260869565218
1,3,3,0,1,0,5,95,1140,0,1,612,0,0,39.0,13.0,3859.0,4.0,1.0,3.0,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,989,19.0,1.0,0.0320855614973262,13.0,0.10256410256410256,0.1176470588235294
1,6,4,1,0,1,70,13930,167160,1,0,653,2,1,55.0,9.166666666666666,2570.3333333333335,4.0,1.0,6.0,4.0,37.25,88.25,3.0,1.0,981,199.0,27.0,0.026143790849673203,9.166666666666666,0.07272727272727272,0.0784313725490196
3,6,3,0,1,1,15,2985,35820,0,1,653,3,2,37.0,9.25,3252.25,2.0,0.0,4.0,1.0,17.0,132.0,4.0,1.0,1218,199.0,28.0,0.05555555555555555,9.25,0.05405405405405406,0.2222222222222222
3,6,1,0,0,2,16,784,9408,0,1,634,1,0,71.0,10.142857142857142,2823.5714285714284,3.0,0.0,7.0,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,1152,49.0,30.0,0.03056768558951965,10.142857142857142,0.04225352112676056,0.11208151382823871
4,6,2,0,0,0,19,361,4332,0,1,634,1,0,83.0,11.857142857142858,3086.285714285714,8.0,0.0,6.0,2.0,41.0,72.0,3.5,0.0,738,19.0,57.0,0.023809523809523808,13.833333333333334,0.0963855421686747,0.08333333333333333
3,6,4,0,0,0,19,0,0,1,1,686,1,0,71.0,10.142857142857142,3819.714285714286,6.0,1.0,6.0,5.0,36.0,79.4,4.0,1.0,1038,0.0,34.0,0.02702702702702703,11.833333333333334,0.08450704225352113,0.10817776539426024
4,6,2,0,0,0,14,266,3192,0,1,611,0,0,23.0,7.666666666666667,2425.0,5.0,0.0,3.0,7.0,38.0,83.42857142857143,4.5,0.0,616,19.0,-22.0,0.02564102564102564,7.666666666666667,0.21739130434782608,0.11538461538461538
0,5,0,0,0,0,44,836,10032,0,0,613,1,0,23.0,7.666666666666667,3295.6666666666665,1.0,1.0,3.0,4.0,37.5,116.5,3.75,0.0,775,19.0,1.0,0.025974025974025976,7.666666666666667,0.043478260869565216,0.09740259740259741
2,0,3,0,0,1,9,1791,21492,1,1,619,0,0,71.0,8.875,1627.25,3.0,2.0,8.0,2.0,41.0,152.0,4.5,0.0,839,199.0,55.0,0.023809523809523808,8.875,0.04225352112676056,0.10714285714285714
1,6,0,0,1,1,19,3781,45372,0,1,611,2,0,64.0,10.666666666666666,4045.3333333333335,2.0,1.0,6.0,2.0,50.0,82.5,4.0,0.0,861,199.0,50.0,0.0196078431372549,10.666666666666666,0.03125,0.10817776539426024
1,6,2,0,0,2,73,3577,42924,0,0,611,3,0,56.0,11.2,2093.0,4.0,0.0,4.0,4.0,43.25,92.5,4.5,0.0,1083,49.0,28.0,0.022598870056497175,14.0,0.07142857142857142,0.1016949152542373
2,6,2,0,0,2,15,735,8820,0,1,636,3,0,37.0,9.25,3008.0,2.0,1.0,4.0,1.0,49.0,77.0,4.0,0.0,838,49.0,28.0,0.02,9.25,0.05405405405405406,0.10817776539426024
4,2,2,0,0,1,31,6169,74028,1,1,790,0,0,55.0,9.166666666666666,2241.3333333333335,3.0,0.0,6.0,4.0,36.0,88.29166666666666,4.0,0.0,1189,199.0,24.0,0.02702702702702703,9.166666666666666,0.05454545454545454,0.10817776539426024
4,4,3,0,0,1,34,6766,81192,0,1,631,2,0,45.0,9.0,1896.8,9.0,1.0,5.0,9.0,40.888888888888886,71.44444444444444,3.5,0.0,1220,199.0,-18.0,0.02387267904509284,9.0,0.2,0.08355437665782495
3,4,1,0,0,2,19,931,11172,0,0,616,4,1,60.0,10.0,3497.6666666666665,3.0,1.0,6.0,8.0,30.75,73.375,3.0,0.0,708,49.0,14.0,0.031496062992125984,10.0,0.05,0.09448818897637795
0,0,1,1,1,1,40,7960,95520,1,0,626,0,0,39.0,9.75,2341.5,2.0,1.0,4.0,3.0,20.666666666666668,116.33333333333333,5.0,0.0,888,199.0,20.0,0.04615384615384615,9.75,0.05128205128205128,0.23076923076923075
4,6,2,0,0,2,9,441,5292,1,0,613,0,3,41.0,8.2,2117.8,3.0,1.0,5.0,3.0,17.0,69.0,4.0,0.0,759,49.0,20.0,0.05555555555555555,8.2,0.07317073170731707,0.2222222222222222
3,6,2,0,0,0,41,779,9348,0,1,613,1,1,69.0,11.5,4313.166666666667,5.0,1.0,6.0,5.0,40.0,75.6,3.2,0.0,701,19.0,34.0,0.024390243902439025,11.5,0.07246376811594203,0.07804878048780489
3,6,0,0,0,0,70,1330,15960,0,1,612,0,0,71.0,10.142857142857142,4816.428571428572,3.0,0.0,7.0,5.0,49.2,84.0,5.0,0.0,1096,19.0,40.0,0.0199203187250996,10.142857142857142,0.04225352112676056,0.099601593625498
1,5,1,0,0,1,28,5572,66864,0,1,652,0,0,25.0,8.333333333333334,2683.0,2.0,1.0,3.0,4.0,34.0,98.5,5.0,0.0,923,199.0,1.0,0.02857142857142857,8.333333333333334,0.08,0.14285714285714285
3,6,4,0,0,0,13,247,2964,1,1,665,1,1,20.0,10.0,2737.5,5.0,0.0,2.0,6.0,47.833333333333336,87.5,4.25,1.0,1308,19.0,-20.0,0.020477815699658702,10.0,0.25,0.08703071672354948
2,5,4,0,0,1,163,32437,389244,1,1,627,1,0,61.0,10.166666666666666,3011.6666666666665,5.0,2.0,6.0,4.0,37.5,105.5,3.0,0.0,877,199.0,31.0,0.025974025974025976,10.166666666666666,0.08196721311475409,0.07792207792207792
3,6,3,0,0,0,38,722,8664,0,1,617,0,2,57.0,11.4,3437.6,2.0,1.0,5.0,2.0,70.5,106.5,4.0,0.0,738,19.0,43.0,0.013986013986013986,11.4,0.03508771929824561,0.10817776539426024
3,2,0,0,1,2,23,1127,13524,0,1,619,0,0,78.0,9.75,3527.25,4.0,1.0,7.0,1.0,56.0,12.0,4.0,0.0,678,49.0,65.0,0.017543859649122806,11.142857142857142,0.05128205128205128,0.10817776539426024
3,4,3,0,0,1,61,12139,145668,1,1,649,0,0,42.0,10.5,2980.75,3.0,0.0,4.0,5.0,27.6,126.0,4.333333333333333,0.0,1280,199.0,11.0,0.03496503496503496,10.5,0.07142857142857142,0.1515151515151515
0,6,1,0,0,2,22,1078,12936,1,1,613,0,0,46.0,11.5,1194.25,7.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0,759,49.0,27.0,0.3333333333333333,11.5,0.15217391304347827,1.0
1,2,3,0,0,2,6,294,3528,0,1,646,0,0,41.0,10.25,4745.5,2.0,1.0,4.0,5.0,50.4,105.2,3.75,0.0,1030,49.0,12.0,0.019455252918287938,10.25,0.04878048780487805,0.07295719844357977
1,6,2,0,0,0,29,551,6612,1,1,644,1,0,47.0,9.4,4124.0,3.0,0.0,3.0,3.0,42.0,81.0,5.0,0.0,836,19.0,26.0,0.023255813953488372,15.666666666666666,0.06382978723404255,0.11627906976744186
4,6,2,0,0,2,16,0,0,0,1,665,3,1,28.0,9.333333333333334,2647.3333333333335,0.0,0.0,3.0,4.0,41.0,72.5,4.0,0.0,1011,0.0,8.0,0.023809523809523808,9.333333333333334,0.0,0.09523809523809523
4,6,2,1,1,0,21,0,0,0,1,612,1,0,78.0,11.142857142857142,4542.0,2.0,0.0,7.0,9.0,28.444444444444443,66.11111111111111,4.5,0.0,651,0.0,29.0,0.033962264150943396,11.142857142857142,0.02564102564102564,0.15283018867924528
4,6,0,0,0,2,28,1372,16464,0,1,629,1,0,76.0,12.666666666666666,3536.1666666666665,4.0,0.0,6.0,4.0,26.0,98.25,3.0,0.0,1066,49.0,48.0,0.037037037037037035,12.666666666666666,0.05263157894736842,0.1111111111111111
1,2,0,1,1,1,16,3184,38208,1,1,632,2,0,52.0,10.4,2934.2,5.0,2.0,5.0,2.0,29.0,52.5,5.0,0.0,810,199.0,32.0,0.03333333333333333,10.4,0.09615384615384616,0.16666666666666666
1,3,1,0,0,2,32,1568,18816,1,1,625,2,1,46.0,11.5,4393.25,0.0,1.0,4.0,6.0,16.0,88.0,4.0,1.0,895,49.0,16.0,0.058823529411764705,11.5,0.0,0.23529411764705882
0,6,2,0,0,0,18,342,4104,1,1,642,0,3,59.0,11.8,4489.4,2.0,1.0,5.0,5.0,29.2,103.8,3.75,1.0,923,19.0,30.0,0.033112582781456956,11.8,0.03389830508474576,0.12417218543046359
1,5,4,0,0,0,14,266,3192,1,1,633,1,1,58.0,11.6,1464.6,2.0,0.0,5.0,6.0,29.666666666666668,129.83333333333334,4.25,0.0,1004,19.0,24.0,0.03260869565217391,11.6,0.034482758620689655,0.13858695652173914
4,6,2,0,0,1,25,4975,59700,1,1,669,1,0,52.0,10.4,4046.8,3.0,0.0,5.0,5.0,33.4,80.6,4.0,1.0,931,199.0,21.0,0.029069767441860465,10.4,0.057692307692307696,0.11627906976744186
0,6,1,0,0,0,9,171,2052,0,1,619,4,1,45.0,11.25,3710.25,1.0,0.0,4.0,6.0,34.666666666666664,125.33333333333333,3.0,2.0,1083,19.0,13.0,0.028037383177570097,11.25,0.022222222222222223,0.08411214953271029
4,6,2,0,0,0,98,1862,22344,0,1,715,2,1,80.0,10.0,2097.5,5.0,1.0,7.0,5.0,26.6,91.6,4.0,0.0,1340,19.0,45.0,0.036231884057971016,11.428571428571429,0.0625,0.14492753623188406
0,5,1,0,0,2,29,1421,17052,1,1,620,0,0,57.0,8.142857142857142,2920.0,5.0,0.0,7.0,5.0,28.6,99.0,4.0,0.0,811,49.0,22.0,0.03378378378378378,8.142857142857142,0.08771929824561403,0.13513513513513511
2,6,3,1,1,1,28,5572,66864,0,1,627,2,1,44.0,11.0,3485.5,1.0,1.0,4.0,2.0,37.5,120.0,5.0,0.0,889,199.0,32.0,0.025974025974025976,11.0,0.022727272727272728,0.12987012987012989
1,0,1,0,1,0,9,171,2052,0,1,713,0,0,38.0,7.6,2981.2,5.0,0.0,5.0,3.0,32.333333333333336,94.33333333333333,4.333333333333333,1.0,1047,19.0,13.0,0.03,7.6,0.13157894736842105,0.12999999999999998
4,4,0,0,0,1,20,3980,47760,1,0,709,1,0,8.0,8.0,3224.0,1.0,0.0,1.0,7.0,36.57142857142857,106.57142857142857,3.4,0.0,1312,199.0,-29.0,0.02661596958174905,8.0,0.125,0.09049429657794678
2,6,2,0,0,1,45,8955,107460,0,1,624,3,1,57.0,9.5,2000.6666666666667,1.0,1.0,6.0,3.0,37.0,47.333333333333336,3.0,0.0,777,199.0,40.0,0.02631578947368421,9.5,0.017543859649122806,0.07894736842105263
1,2,0,0,1,2,21,1029,12348,0,1,691,1,1,63.0,10.5,2960.1666666666665,5.0,1.0,6.0,2.0,59.0,66.0,3.0,0.0,1225,49.0,43.0,0.016666666666666666,10.5,0.07936507936507936,0.05
4,4,1,0,1,0,20,380,4560,0,0,641,1,1,79.0,11.285714285714286,3727.285714285714,9.0,0.0,6.0,4.0,40.25,74.0,3.5,0.0,1043,19.0,41.0,0.024242424242424242,13.166666666666666,0.11392405063291139,0.08484848484848485
3,6,0,1,0,0,7,133,1596,1,1,664,0,1,28.0,9.333333333333334,2541.0,1.0,0.0,3.0,2.0,56.5,137.5,4.0,0.0,858,19.0,16.0,0.017391304347826087,9.333333333333334,0.03571428571428571,0.10817776539426024
4,6,0,0,0,1,4,796,9552,1,1,698,3,0,58.0,9.666666666666666,2476.6666666666665,4.0,0.0,6.0,5.0,20.2,119.8,4.0,0.0,1146,199.0,25.0,0.04716981132075472,9.666666666666666,0.06896551724137931,0.18867924528301888
1,6,3,1,0,1,30,5970,71640,1,0,630,0,1,38.0,7.6,1217.6,1.0,0.0,4.0,2.0,56.5,98.5,4.0,0.0,1059,199.0,26.0,0.017391304347826087,9.5,0.02631578947368421,0.06956521739130435
0,4,3,1,0,0,57,1083,12996,0,1,698,1,0,63.0,10.5,2393.1666666666665,2.0,1.0,6.0,3.0,54.333333333333336,149.33333333333334,4.0,0.0,1339,19.0,44.0,0.018072289156626505,10.5,0.031746031746031744,0.10817776539426024
1,0,1,1,0,0,50,950,11400,0,1,612,2,0,60.0,10.0,2102.3333333333335,9.0,0.0,6.0,3.0,42.0,58.666666666666664,4.666666666666667,0.0,666,19.0,27.0,0.023255813953488372,10.0,0.15,0.10852713178294573
0,6,3,0,1,2,32,1568,18816,1,1,615,1,0,124.0,10.333333333333334,2350.6666666666665,9.0,3.0,11.0,4.0,39.0,94.5,5.0,0.0,846,49.0,86.0,0.025,11.272727272727273,0.07258064516129033,0.125
0,0,0,0,0,1,5,995,11940,1,1,682,0,0,66.0,11.0,4191.666666666667,2.0,0.0,6.0,5.0,52.2,90.8,3.0,0.0,875,199.0,37.0,0.018796992481203006,11.0,0.030303030303030304,0.05639097744360902
3,0,1,0,0,1,19,0,0,1,1,631,0,0,71.0,10.142857142857142,4499.714285714285,9.0,1.0,6.0,3.0,50.666666666666664,67.33333333333333,3.0,0.0,949,0.0,38.0,0.01935483870967742,11.833333333333334,0.1267605633802817,0.05806451612903226
1,4,1,1,0,2,27,0,0,0,1,666,1,1,83.0,11.857142857142858,3272.1428571428573,1.0,1.0,6.0,7.0,36.0,113.14285714285714,3.6666666666666665,0.0,1016,0.0,46.0,0.02702702702702703,13.833333333333334,0.012048192771084338,0.0990990990990991
3,6,2,0,0,1,24,4776,57312,1,0,617,0,0,37.0,12.333333333333334,3342.3333333333335,1.0,0.0,3.0,5.0,42.6,110.0,3.5,0.0,662,199.0,10.0,0.02293577981651376,12.333333333333334,0.02702702702702703,0.08027522935779816
4,6,2,1,0,2,39,0,0,0,1,637,0,0,50.0,10.0,4433.2,3.0,0.0,5.0,1.0,16.0,99.0,3.0,0.0,827,0.0,39.0,0.058823529411764705,10.0,0.06,0.1764705882352941
4,2,2,0,0,1,36,7164,85968,0,1,732,0,0,55.0,11.0,3412.4,1.0,1.0,5.0,5.0,30.6,115.0,3.3333333333333335,0.0,1239,199.0,28.0,0.03164556962025316,11.0,0.01818181818181818,0.10548523206751054
1,0,0,1,0,1,19,3781,45372,0,1,702,0,0,76.0,10.857142857142858,3249.5714285714284,0.0,1.0,7.0,6.0,31.5,48.333333333333336,4.333333333333333,0.0,1194,199.0,46.0,0.03076923076923077,10.857142857142858,0.0,0.13333333333333333
0,6,1,0,1,0,7,133,1596,0,1,651,0,0,69.0,11.5,2214.8333333333335,6.0,0.0,6.0,2.0,39.5,96.5,4.0,0.0,861,19.0,47.0,0.024691358024691357,11.5,0.08695652173913043,0.09876543209876543
0,0,3,0,0,1,44,8756,105072,0,1,613,3,0,34.0,6.8,2178.0,0.0,1.0,5.0,5.0,27.4,80.0,4.0,1.0,1259,199.0,9.0,0.035211267605633804,6.8,0.0,0.14084507042253522
1,0,2,0,1,0,31,589,7068,0,1,623,0,0,83.0,10.375,2975.875,0.0,1.0,6.0,5.0,33.6,37.6,4.5,0.0,1017,19.0,58.0,0.028901734104046242,13.833333333333334,0.0,0.13005780346820808
3,5,4,0,0,0,15,285,3420,0,0,652,1,1,68.0,11.333333333333334,2845.3333333333335,2.0,0.0,6.0,2.0,39.5,118.5,3.5,0.0,1271,19.0,54.0,0.024691358024691357,11.333333333333334,0.029411764705882353,0.08641975308641975
1,3,2,1,0,2,35,1715,20580,0,1,626,2,1,78.0,9.75,3228.0,1.0,0.0,7.0,1.0,32.0,175.0,4.0,0.0,1249,49.0,71.0,0.030303030303030304,11.142857142857142,0.01282051282051282,0.12121212121212122
0,2,2,0,0,1,18,3582,42984,0,1,682,0,1,37.0,12.333333333333334,5018.666666666667,2.0,0.0,3.0,6.0,38.833333333333336,91.66666666666667,4.2,0.0,1171,199.0,3.0,0.02510460251046025,12.333333333333334,0.05405405405405406,0.10543933054393306
0,6,1,0,0,0,13,247,2964,0,1,615,1,1,48.0,12.0,4873.75,2.0,0.0,4.0,2.0,36.5,137.0,3.5,0.0,1284,19.0,34.0,0.02666666666666667,12.0,0.041666666666666664,0.09333333333333334
4,6,0,1,1,1,9,1791,21492,0,1,632,0,0,52.0,10.4,2405.6,0.0,0.0,4.0,7.0,39.142857142857146,101.14285714285714,3.3333333333333335,1.0,1091,199.0,17.0,0.02491103202846975,13.0,0.0,0.0830367734282325
2,5,1,0,1,0,15,285,3420,1,1,645,3,1,50.0,10.0,3021.392857142857,2.0,0.0,5.0,6.0,29.0,96.83333333333333,3.75,0.0,1162,19.0,24.0,0.03333333333333333,10.5,0.047619047619047616,0.125
3,6,3,0,0,2,23,1127,13524,1,1,614,0,0,31.0,7.75,3052.0,2.0,0.0,4.0,5.0,52.2,82.4,4.333333333333333,0.0,642,49.0,2.0,0.018796992481203006,7.75,0.06451612903225806,0.08145363408521303
1,5,1,0,0,0,7,133,1596,0,0,677,0,1,18.0,9.0,4050.0,0.0,0.0,2.0,4.0,33.25,56.5,3.5,0.0,1104,19.0,-2.0,0.029197080291970802,9.0,0.0,0.10218978102189781
