account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial,churn_flag,subscription_id,plan_tier_y,seats_y,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,subscription_age_days,total_upgrades,total_downgrades,total_usage,average_usage,average_usage_duration,total_errors,beta_feature_usage,unique_features_used,total_support_tickets,average_resolution_time,average_first_response_time,average_satisfaction,escalation_count
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,S-caca4f,Basic,54,1026,12312,annual,False,636,2,0,41.0,8.2,1986.0,2.0,0.0,5.0,4.0,31.0,72.5,3.0,0.0
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,S-ddc51c,Pro,38,1862,22344,annual,True,633,0,0,111.0,11.1,4251.1,3.0,0.0,10.0,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,S-2852dd,Enterprise,10,1990,23880,monthly,True,623,2,1,41.0,13.666666666666666,1902.3333333333333,3.0,0.0,3.0,3.0,37.0,93.33333333333333,5.0,0.0
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,S-88d746,Enterprise,18,3582,42984,monthly,True,616,0,0,47.0,9.4,1814.0,1.0,0.0,5.0,5.0,45.0,75.4,4.0,0.0
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,S-05b245,Enterprise,34,6766,81192,annual,True,732,2,0,81.0,10.125,2318.375,3.0,1.0,7.0,6.0,30.333333333333332,88.5,4.6,1.0
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,S-f26ae0,Basic,9,171,2052,monthly,True,791,0,1,69.0,8.625,2865.25,1.0,1.0,8.0,4.0,23.25,58.25,,1.0
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,S-c35f78,Pro,38,0,0,annual,True,692,4,1,76.0,10.857142857142858,4061.5714285714284,10.0,0.0,7.0,5.0,21.2,90.4,4.25,0.0
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,S-9f7b07,Pro,10,490,5880,annual,False,644,1,1,29.0,14.5,902.0,4.0,0.0,2.0,3.0,29.0,81.33333333333333,4.0,0.0
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,S-8a46fe,Enterprise,17,3383,40596,monthly,True,637,2,0,143.0,11.0,2793.3846153846152,2.0,3.0,11.0,3.0,33.333333333333336,49.666666666666664,5.0,0.0
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,S-6ce221,Basic,9,171,2052,annual,True,693,0,1,83.0,9.222222222222221,1679.888888888889,8.0,0.0,7.0,2.0,42.5,159.5,5.0,0.0
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,S-3f18be,Enterprise,16,3184,38208,annual,True,616,1,0,10.0,3.3333333333333335,725.0,3.0,0.0,3.0,5.0,37.8,76.0,4.0,0.0
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,S-e9395e,Pro,64,3136,37632,monthly,True,622,2,0,11.0,11.0,2046.0,0.0,1.0,1.0,3.0,36.333333333333336,62.333333333333336,3.0,0.0
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,S-1f8215,Pro,15,735,8820,annual,True,632,3,1,,,,,,,3.0,36.333333333333336,115.0,4.0,1.0
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,S-44046d,Basic,36,684,8208,annual,True,666,0,1,41.0,13.666666666666666,2314.0,1.0,0.0,3.0,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,S-8486d2,Enterprise,30,5970,71640,annual,True,614,0,2,56.0,9.333333333333334,3371.8333333333335,6.0,1.0,5.0,3.0,28.0,93.0,4.0,1.0
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,S-53361d,Enterprise,33,0,0,monthly,False,612,0,0,80.0,8.88888888888889,2791.5555555555557,6.0,0.0,8.0,7.0,40.42857142857143,76.0,3.8,0.0
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,S-36480d,Pro,30,1470,17640,annual,True,638,1,0,50.0,10.0,3387.4,0.0,1.0,4.0,1.0,72.0,111.0,,0.0
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,S-6e81f5,Pro,38,1862,22344,annual,True,685,1,0,22.0,7.333333333333333,1424.0,1.0,1.0,3.0,4.0,32.5,103.75,4.0,1.0
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,S-21c164,Basic,34,646,7752,annual,True,611,2,0,41.0,10.25,2728.5,0.0,1.0,4.0,2.0,42.0,108.0,3.0,0.0
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,S-aced77,Enterprise,93,18507,222084,annual,True,622,0,0,74.0,9.25,2190.5,10.0,0.0,8.0,1.0,13.0,128.0,3.0,0.0
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,S-d7d398,Enterprise,29,0,0,annual,True,614,0,0,124.0,10.333333333333334,3086.6666666666665,3.0,1.0,10.0,6.0,26.166666666666668,81.0,3.6666666666666665,0.0
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,S-f4e174,Basic,39,0,0,annual,True,625,1,1,72.0,10.285714285714286,2256.714285714286,1.0,2.0,7.0,4.0,31.25,60.5,4.0,0.0
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,S-54df4c,Pro,28,1372,16464,annual,True,654,0,0,11.0,11.0,2090.0,0.0,0.0,1.0,5.0,36.2,116.2,5.0,0.0
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,S-984423,Enterprise,25,4975,59700,monthly,True,743,0,0,20.0,10.0,4422.5,2.0,0.0,2.0,5.0,32.8,68.4,4.333333333333333,0.0
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,S-1fb7ac,Pro,45,2205,26460,annual,True,628,0,1,49.0,9.8,2706.6,0.0,0.0,5.0,6.0,32.5,68.33333333333333,3.6666666666666665,1.0
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,S-70cc83,Pro,47,2303,27636,monthly,True,626,1,0,80.0,10.0,2068.5,7.0,0.0,8.0,4.0,22.5,80.25,5.0,1.0
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,S-814624,Enterprise,82,0,0,annual,True,614,0,1,38.0,9.5,3017.0,6.0,0.0,4.0,7.0,33.0,78.0,4.2,0.0
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,S-56ed05,Pro,19,0,0,annual,True,618,3,2,83.0,10.375,2932.625,10.0,0.0,7.0,3.0,45.333333333333336,102.66666666666667,4.5,0.0
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,S-b152d6,Pro,7,343,4116,monthly,True,617,1,1,45.0,7.5,3310.5,6.0,1.0,6.0,4.0,28.0,82.0,5.0,1.0
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,S-f020d4,Enterprise,31,6169,74028,annual,True,625,0,2,50.0,10.0,2924.4,6.0,0.0,5.0,6.0,37.833333333333336,67.83333333333333,5.0,1.0
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,S-808efb,Enterprise,15,2985,35820,monthly,True,656,1,2,15.0,15.0,3540.0,2.0,0.0,1.0,3.0,32.666666666666664,88.0,5.0,0.0
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,S-2fd650,Enterprise,15,0,0,annual,False,638,1,0,60.0,10.0,2150.1666666666665,2.0,0.0,6.0,2.0,10.0,107.0,3.0,0.0
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,S-fa7c1a,Enterprise,12,2388,28656,monthly,True,682,2,0,25.0,8.333333333333334,2059.0,7.0,0.0,3.0,2.0,68.5,86.5,3.0,1.0
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,S-697d16,Enterprise,19,0,0,monthly,True,611,2,1,44.0,11.0,3495.0,0.0,1.0,4.0,6.0,41.0,86.5,4.333333333333333,0.0
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,S-1c7a41,Basic,24,456,5472,monthly,True,622,0,1,30.0,10.0,3967.0,0.0,1.0,3.0,5.0,39.2,61.4,4.0,0.0
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,S-d322a2,Basic,24,456,5472,monthly,True,763,0,1,66.0,11.0,3712.8333333333335,4.0,0.0,5.0,3.0,44.666666666666664,63.0,4.333333333333333,0.0
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,S-b8c3e6,Enterprise,86,0,0,monthly,True,629,0,0,37.0,9.25,3402.5,4.0,1.0,4.0,1.0,47.0,48.0,4.0,0.0
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,S-75e469,Pro,33,1617,19404,monthly,True,614,1,1,25.0,8.333333333333334,1315.6666666666667,1.0,1.0,3.0,5.0,24.2,88.8,4.2,0.0
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,S-779baa,Basic,30,0,0,monthly,True,673,0,0,51.0,8.5,3347.8333333333335,4.0,0.0,5.0,1.0,64.0,136.0,,0.0
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,S-3947da,Enterprise,30,5970,71640,annual,True,721,2,0,59.0,8.428571428571429,3255.5714285714284,3.0,1.0,6.0,5.0,22.2,94.0,3.6666666666666665,1.0
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,S-1cefc9,Pro,48,2352,28224,annual,True,626,1,0,51.0,10.2,3360.8,1.0,1.0,5.0,3.0,46.333333333333336,67.0,4.333333333333333,0.0
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,S-83ee75,Pro,26,1274,15288,monthly,True,615,1,0,11.0,5.5,1690.0,0.0,0.0,2.0,3.0,18.333333333333332,85.33333333333333,,0.0
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,S-778c7e,Enterprise,2,398,4776,annual,False,623,1,2,55.0,11.0,3888.4,6.0,0.0,5.0,2.0,38.5,98.0,4.0,1.0
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,S-2f0291,Enterprise,27,5373,64476,annual,True,648,1,3,67.0,11.166666666666666,3305.8333333333335,0.0,0.0,6.0,6.0,31.5,71.0,4.0,0.0
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,S-fcd231,Enterprise,63,0,0,annual,True,611,2,0,22.0,7.333333333333333,2048.3333333333335,0.0,0.0,3.0,6.0,37.333333333333336,79.16666666666667,4.4,0.0
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,S-7003c5,Basic,5,95,1140,annual,True,612,0,0,39.0,13.0,3859.0,4.0,1.0,3.0,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,S-4291f7,Enterprise,70,13930,167160,monthly,False,653,2,1,55.0,9.166666666666666,2570.3333333333335,4.0,1.0,6.0,4.0,37.25,88.25,3.0,1.0
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,S-e66253,Enterprise,15,2985,35820,annual,True,653,3,2,37.0,9.25,3252.25,2.0,0.0,4.0,1.0,17.0,132.0,4.0,1.0
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,S-5a1d20,Pro,16,784,9408,annual,True,634,1,0,71.0,10.142857142857142,2823.5714285714284,3.0,0.0,7.0,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,S-55d53c,Basic,19,361,4332,annual,True,634,1,0,83.0,11.857142857142858,3086.285714285714,8.0,0.0,6.0,2.0,41.0,72.0,3.5,0.0
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,S-7f5316,Basic,19,0,0,monthly,True,686,1,0,71.0,10.142857142857142,3819.714285714286,6.0,1.0,6.0,5.0,36.0,79.4,,1.0
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,S-8707e7,Basic,14,266,3192,annual,True,611,0,0,23.0,7.666666666666667,2425.0,5.0,0.0,3.0,7.0,38.0,83.42857142857143,4.5,0.0
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,S-6f488b,Basic,44,836,10032,annual,False,613,1,0,23.0,7.666666666666667,3295.6666666666665,1.0,1.0,3.0,4.0,37.5,116.5,3.75,0.0
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,S-003647,Enterprise,9,1791,21492,monthly,True,619,0,0,71.0,8.875,1627.25,3.0,2.0,8.0,2.0,41.0,152.0,4.5,0.0
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,S-4f0027,Enterprise,19,3781,45372,annual,True,611,2,0,64.0,10.666666666666666,4045.3333333333335,2.0,1.0,6.0,2.0,50.0,82.5,,0.0
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,S-e9257d,Pro,73,3577,42924,annual,False,611,3,0,56.0,11.2,2093.0,4.0,0.0,4.0,4.0,43.25,92.5,4.5,0.0
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,S-738d4a,Pro,15,735,8820,annual,True,636,3,0,37.0,9.25,3008.0,2.0,1.0,4.0,1.0,49.0,77.0,,0.0
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,S-38ac0c,Enterprise,31,6169,74028,monthly,True,790,0,0,55.0,9.166666666666666,2241.3333333333335,3.0,0.0,6.0,,,,,
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,S-b83d8d,Enterprise,34,6766,81192,annual,True,631,2,0,45.0,9.0,1896.8,9.0,1.0,5.0,9.0,40.888888888888886,71.44444444444444,3.5,0.0
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,S-c1f8e1,Pro,19,931,11172,annual,False,616,4,1,60.0,10.0,3497.6666666666665,3.0,1.0,6.0,8.0,30.75,73.375,3.0,0.0
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,S-0896bc,Enterprise,40,7960,95520,monthly,False,626,0,0,39.0,9.75,2341.5,2.0,1.0,4.0,3.0,20.666666666666668,116.33333333333333,5.0,0.0
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,S-2126cd,Pro,9,441,5292,monthly,False,613,0,3,41.0,8.2,2117.8,3.0,1.0,5.0,3.0,17.0,69.0,4.0,0.0
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,S-222167,Basic,41,779,9348,annual,True,613,1,1,69.0,11.5,4313.166666666667,5.0,1.0,6.0,5.0,40.0,75.6,3.2,0.0
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,S-33db08,Basic,70,1330,15960,annual,True,612,0,0,71.0,10.142857142857142,4816.428571428572,3.0,0.0,7.0,5.0,49.2,84.0,5.0,0.0
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,S-28e360,Enterprise,28,5572,66864,annual,True,652,0,0,25.0,8.333333333333334,2683.0,2.0,1.0,3.0,4.0,34.0,98.5,5.0,0.0
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,S-d7497b,Basic,13,247,2964,monthly,True,665,1,1,20.0,10.0,2737.5,5.0,0.0,2.0,6.0,47.833333333333336,87.5,4.25,1.0
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,S-e98121,Enterprise,163,32437,389244,monthly,True,627,1,0,61.0,10.166666666666666,3011.6666666666665,5.0,2.0,6.0,4.0,37.5,105.5,3.0,0.0
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,S-1bd2ec,Basic,38,722,8664,annual,True,617,0,2,57.0,11.4,3437.6,2.0,1.0,5.0,2.0,70.5,106.5,,0.0
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,S-866608,Pro,23,1127,13524,annual,True,619,0,0,78.0,9.75,3527.25,4.0,1.0,7.0,1.0,56.0,12.0,,0.0
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,S-3ad334,Enterprise,61,12139,145668,monthly,True,649,0,0,42.0,10.5,2980.75,3.0,0.0,4.0,5.0,27.6,126.0,4.333333333333333,0.0
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,S-ad31b0,Pro,22,1078,12936,monthly,True,613,0,0,46.0,11.5,1194.25,7.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,S-cdfe99,Pro,6,294,3528,annual,True,646,0,0,41.0,10.25,4745.5,2.0,1.0,4.0,5.0,50.4,105.2,3.75,0.0
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,S-ccc0fe,Basic,29,551,6612,monthly,True,644,1,0,47.0,9.4,4124.0,3.0,0.0,3.0,3.0,42.0,81.0,5.0,0.0
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,S-791c64,Pro,16,0,0,annual,True,665,3,1,28.0,9.333333333333334,2647.3333333333335,0.0,0.0,3.0,4.0,41.0,72.5,4.0,0.0
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,S-e1444a,Basic,21,0,0,annual,True,612,1,0,78.0,11.142857142857142,4542.0,2.0,0.0,7.0,9.0,28.444444444444443,66.11111111111111,4.5,0.0
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,S-9b12da,Pro,28,1372,16464,annual,True,629,1,0,76.0,12.666666666666666,3536.1666666666665,4.0,0.0,6.0,4.0,26.0,98.25,3.0,0.0
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,S-f039f9,Enterprise,16,3184,38208,monthly,True,632,2,0,52.0,10.4,2934.2,5.0,2.0,5.0,2.0,29.0,52.5,5.0,0.0
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,S-eed91a,Pro,32,1568,18816,monthly,True,625,2,1,46.0,11.5,4393.25,0.0,1.0,4.0,6.0,16.0,88.0,4.0,1.0
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,S-6c9ec4,Basic,18,342,4104,monthly,True,642,0,3,59.0,11.8,4489.4,2.0,1.0,5.0,5.0,29.2,103.8,3.75,1.0
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,S-91c435,Basic,14,266,3192,monthly,True,633,1,1,58.0,11.6,1464.6,2.0,0.0,5.0,6.0,29.666666666666668,129.83333333333334,4.25,0.0
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,S-93dc0e,Enterprise,25,4975,59700,monthly,True,669,1,0,52.0,10.4,4046.8,3.0,0.0,5.0,5.0,33.4,80.6,4.0,1.0
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,S-88a47f,Basic,9,171,2052,annual,True,619,4,1,45.0,11.25,3710.25,1.0,0.0,4.0,6.0,34.666666666666664,125.33333333333333,3.0,2.0
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,S-694aa7,Basic,98,1862,22344,annual,True,715,2,1,80.0,10.0,2097.5,5.0,1.0,7.0,5.0,26.6,91.6,4.0,0.0
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,S-559e85,Pro,29,1421,17052,monthly,True,620,0,0,57.0,8.142857142857142,2920.0,5.0,0.0,7.0,5.0,28.6,99.0,4.0,0.0
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,S-c22c29,Enterprise,28,5572,66864,annual,True,627,2,1,44.0,11.0,3485.5,1.0,1.0,4.0,2.0,37.5,120.0,5.0,0.0
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,S-3223a2,Basic,9,171,2052,annual,True,713,0,0,38.0,7.6,2981.2,5.0,0.0,5.0,3.0,32.333333333333336,94.33333333333333,4.333333333333333,1.0
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,S-e95f57,Enterprise,20,3980,47760,monthly,False,709,1,0,8.0,8.0,3224.0,1.0,0.0,1.0,7.0,36.57142857142857,106.57142857142857,3.4,0.0
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,S-add03a,Enterprise,45,8955,107460,annual,True,624,3,1,57.0,9.5,2000.6666666666667,1.0,1.0,6.0,3.0,37.0,47.333333333333336,3.0,0.0
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,S-4473ec,Pro,21,1029,12348,annual,True,691,1,1,63.0,10.5,2960.1666666666665,5.0,1.0,6.0,2.0,59.0,66.0,3.0,0.0
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,S-cde950,Basic,20,380,4560,annual,False,641,1,1,79.0,11.285714285714286,3727.285714285714,9.0,0.0,6.0,4.0,40.25,74.0,3.5,0.0
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,S-078c2b,Basic,7,133,1596,monthly,True,664,0,1,28.0,9.333333333333334,2541.0,1.0,0.0,3.0,2.0,56.5,137.5,,0.0
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,S-fc8f09,Enterprise,4,796,9552,monthly,True,698,3,0,58.0,9.666666666666666,2476.6666666666665,4.0,0.0,6.0,5.0,20.2,119.8,4.0,0.0
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,S-e41941,Enterprise,30,5970,71640,monthly,False,630,0,1,38.0,7.6,1217.6,1.0,0.0,4.0,2.0,56.5,98.5,4.0,0.0
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,S-d8c6a0,Basic,57,1083,12996,annual,True,698,1,0,63.0,10.5,2393.1666666666665,2.0,1.0,6.0,3.0,54.333333333333336,149.33333333333334,,0.0
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,S-605115,Basic,50,950,11400,annual,True,612,2,0,60.0,10.0,2102.3333333333335,9.0,0.0,6.0,3.0,42.0,58.666666666666664,4.666666666666667,0.0
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,S-89e98a,Pro,32,1568,18816,monthly,True,615,1,0,124.0,10.333333333333334,2350.6666666666665,9.0,3.0,11.0,4.0,39.0,94.5,5.0,0.0
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,S-f8e091,Enterprise,5,995,11940,monthly,True,682,0,0,66.0,11.0,4191.666666666667,2.0,0.0,6.0,5.0,52.2,90.8,3.0,0.0
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,S-a2cd6a,Enterprise,19,0,0,monthly,True,631,0,0,71.0,10.142857142857142,4499.714285714285,9.0,1.0,6.0,3.0,50.666666666666664,67.33333333333333,3.0,0.0
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,S-ffd1ee,Pro,27,0,0,annual,True,666,1,1,83.0,11.857142857142858,3272.1428571428573,1.0,1.0,6.0,7.0,36.0,113.14285714285714,3.6666666666666665,0.0
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,S-2b2532,Enterprise,24,4776,57312,monthly,False,617,0,0,37.0,12.333333333333334,3342.3333333333335,1.0,0.0,3.0,5.0,42.6,110.0,3.5,0.0
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,S-48c5be,Pro,39,0,0,annual,True,637,0,0,50.0,10.0,4433.2,3.0,0.0,5.0,1.0,16.0,99.0,3.0,0.0
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,S-6e780e,Enterprise,36,7164,85968,annual,True,732,0,0,55.0,11.0,3412.4,1.0,1.0,5.0,5.0,30.6,115.0,3.3333333333333335,0.0
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,S-3ee288,Enterprise,19,3781,45372,annual,True,702,0,0,76.0,10.857142857142858,3249.5714285714284,0.0,1.0,7.0,6.0,31.5,48.333333333333336,4.333333333333333,0.0
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,S-882f1d,Basic,7,133,1596,annual,True,651,0,0,69.0,11.5,2214.8333333333335,6.0,0.0,6.0,2.0,39.5,96.5,4.0,0.0
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,S-ee2669,Enterprise,44,8756,105072,annual,True,613,3,0,34.0,6.8,2178.0,0.0,1.0,5.0,5.0,27.4,80.0,4.0,1.0
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,S-e44044,Basic,31,589,7068,annual,True,623,0,0,83.0,10.375,2975.875,0.0,1.0,6.0,5.0,33.6,37.6,4.5,0.0
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,S-4a8fda,Basic,15,285,3420,annual,False,652,1,1,68.0,11.333333333333334,2845.3333333333335,2.0,0.0,6.0,2.0,39.5,118.5,3.5,0.0
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,S-88cb91,Pro,35,1715,20580,annual,True,626,2,1,78.0,9.75,3228.0,1.0,0.0,7.0,1.0,32.0,175.0,4.0,0.0
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,S-d34b17,Enterprise,18,3582,42984,annual,True,682,0,1,37.0,12.333333333333334,5018.666666666667,2.0,0.0,3.0,6.0,38.833333333333336,91.66666666666667,4.2,0.0
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,S-2480b0,Basic,13,247,2964,annual,True,615,1,1,48.0,12.0,4873.75,2.0,0.0,4.0,2.0,36.5,137.0,3.5,0.0
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,True,S-8b4074,Enterprise,9,1791,21492,annual,True,632,0,0,52.0,10.4,2405.6,0.0,0.0,4.0,7.0,39.142857142857146,101.14285714285714,3.3333333333333335,1.0
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,True,S-713c12,Basic,15,285,3420,monthly,True,645,3,1,,,,,,,6.0,29.0,96.83333333333333,3.75,0.0
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,False,S-32ab86,Pro,23,1127,13524,monthly,True,614,0,0,31.0,7.75,3052.0,2.0,0.0,4.0,5.0,52.2,82.4,4.333333333333333,0.0
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,S-72a3e2,Basic,7,133,1596,annual,False,677,0,1,18.0,9.0,4050.0,0.0,0.0,2.0,4.0,33.25,56.5,3.5,0.0
