account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial,churn_flag,subscription_id,plan_tier_y,seats_y,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,subscription_age_days,total_upgrades,total_downgrades,total_usage,average_usage,average_usage_duration,total_errors,beta_feature_usage,unique_features_used,total_support_tickets,average_resolution_time,average_first_response_time,average_satisfaction,escalation_count,account_age_days,revenue_per_seat,customer_activity_score,ticket_resolution_efficiency,usage_per_feature,error_rate,satisfaction_index
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,False,S-eec041,Basic,38,722,8664,monthly,True,620,2,1,26.0,8.666666666666666,3884.6666666666665,2.0,0.0,3.0,3.0,26.666666666666668,107.33333333333333,4.0,0.0,656,19.0,7.0,0.03614457831325301,8.666666666666666,0.07692307692307693,0.14457831325301204
A-271f46,Company_84,DevTools,US,2023-02-09,event,Pro,38,False,True,S-3da8ee,Enterprise,46,9154,109848,monthly,True,650,0,0,69.0,9.857142857142858,3157.0,3.0,0.0,7.0,1.0,36.0,79.0,,0.0,1302,199.0,58.0,0.02702702702702703,9.857142857142858,0.043478260869565216,
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,False,False,S-7a9d40,Basic,38,722,8664,annual,True,624,2,1,18.0,9.0,2794.5,1.0,0.0,2.0,3.0,42.333333333333336,118.0,3.0,1.0,1029,19.0,1.0,0.023076923076923075,9.0,0.05555555555555555,0.06923076923076922
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,False,S-12a13c,Enterprise,16,3184,38208,monthly,True,628,1,0,46.0,11.5,2711.5,4.0,0.0,4.0,7.0,30.571428571428573,94.71428571428571,3.6666666666666665,0.0,1005,199.0,3.0,0.03167420814479638,11.5,0.08695652173913043,0.11613876319758672
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,True,False,S-d859b7,Enterprise,92,0,0,annual,True,612,0,0,54.0,10.8,2883.6,0.0,2.0,5.0,6.0,39.833333333333336,82.5,3.5,0.0,685,0.0,24.0,0.024489795918367346,10.8,0.0,0.08571428571428572
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,False,S-683e1e,Enterprise,41,8159,97908,monthly,True,663,2,0,25.0,12.5,2410.5,1.0,0.0,2.0,,,,,,1313,199.0,,,12.5,0.04,
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,S-2dad6b,Basic,34,646,7752,monthly,True,622,0,0,31.0,10.333333333333334,4659.333333333333,2.0,0.0,3.0,5.0,33.2,50.4,3.75,1.0,747,19.0,2.0,0.029239766081871343,10.333333333333334,0.06451612903225806,0.10964912280701754
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,S-891ad9,Basic,33,0,0,monthly,True,639,0,0,21.0,10.5,3150.0,0.0,0.0,2.0,3.0,35.333333333333336,65.33333333333333,4.333333333333333,0.0,988,0.0,6.0,0.027522935779816512,10.5,0.0,0.11926605504587154
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,S-92dbcc,Pro,48,2352,28224,monthly,True,617,3,0,42.0,8.4,3351.6,2.0,0.0,5.0,4.0,52.25,115.5,4.666666666666667,1.0,947,49.0,18.0,0.018779342723004695,8.4,0.047619047619047616,0.08763693270735524
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,S-f316d5,Basic,57,1083,12996,annual,True,616,0,1,27.0,9.0,3336.3333333333335,1.0,0.0,2.0,6.0,42.666666666666664,116.0,4.666666666666667,0.0,895,19.0,-5.0,0.022900763358778626,13.5,0.037037037037037035,0.1068702290076336
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,S-7be036,Pro,31,1519,18228,annual,True,614,1,2,35.0,11.666666666666666,2752.0,2.0,0.0,3.0,3.0,56.333333333333336,104.33333333333333,3.5,0.0,655,49.0,16.0,0.01744186046511628,11.666666666666666,0.05714285714285714,0.061046511627906974
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,S-79a9e1,Enterprise,22,0,0,annual,True,617,1,1,14.0,7.0,2018.0,0.0,0.0,2.0,4.0,44.75,53.5,4.5,0.0,1003,0.0,-6.0,0.02185792349726776,7.0,0.0,0.09836065573770492
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,S-21bd9b,Pro,35,1715,20580,annual,True,618,2,0,69.0,9.857142857142858,3796.714285714286,4.0,3.0,5.0,8.0,45.125,91.125,4.0,0.0,1034,49.0,21.0,0.02168021680216802,13.8,0.057971014492753624,0.08672086720867209
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,S-f5ce8e,Enterprise,13,2587,31044,monthly,True,627,1,2,12.0,12.0,3108.0,0.0,0.0,1.0,2.0,35.5,50.5,4.0,0.0,929,199.0,2.0,0.0273972602739726,12.0,0.0,0.1095890410958904
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,S-e0a4c5,Enterprise,1,0,0,monthly,False,616,2,0,53.0,10.6,3976.0,1.0,0.0,5.0,3.0,40.666666666666664,38.333333333333336,4.0,0.0,661,0.0,36.0,0.024,10.6,0.018867924528301886,0.096
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,S-b821f4,Enterprise,5,995,11940,monthly,True,621,0,0,27.0,9.0,3460.3333333333335,4.0,1.0,3.0,3.0,47.333333333333336,65.0,3.5,0.0,759,199.0,4.0,0.020689655172413793,9.0,0.14814814814814814,0.07241379310344828
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,S-88338a,Enterprise,56,11144,133728,annual,False,623,0,1,9.0,9.0,4653.0,0.0,0.0,1.0,9.0,36.55555555555556,81.77777777777777,4.0,0.0,1048,199.0,-36.0,0.02662721893491124,9.0,0.0,0.10650887573964496
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,S-4f43fd,Basic,29,551,6612,monthly,True,616,2,0,63.0,10.5,4075.3333333333335,4.0,2.0,6.0,8.0,48.75,98.125,4.166666666666667,1.0,671,19.0,15.0,0.020100502512562814,10.5,0.06349206349206349,0.08375209380234507
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,S-450fa9,Basic,20,380,4560,monthly,False,625,1,1,83.0,10.375,4306.625,2.0,1.0,6.0,7.0,38.285714285714285,110.42857142857143,3.5,0.0,1123,19.0,44.0,0.025454545454545455,13.833333333333334,0.024096385542168676,0.0890909090909091
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,S-80c296,Pro,17,833,9996,monthly,True,623,1,0,21.0,7.0,2529.6666666666665,8.0,0.0,3.0,5.0,43.0,104.0,4.0,1.0,1255,49.0,-20.0,0.022727272727272728,7.0,0.38095238095238093,0.09090909090909091
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,True,S-e0179e,Pro,13,0,0,monthly,True,893,0,0,95.0,10.555555555555555,2902.0,8.0,0.0,8.0,4.0,43.0,116.75,3.6666666666666665,0.0,1246,0.0,59.0,0.022727272727272728,11.875,0.08421052631578947,0.08333333333333333
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,S-b81c82,Pro,25,1225,14700,annual,False,625,2,0,30.0,10.0,3493.6666666666665,2.0,0.0,3.0,6.0,37.5,70.0,4.333333333333333,0.0,1191,49.0,-4.0,0.025974025974025976,10.0,0.06666666666666667,0.11255411255411256
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,S-2e55e6,Basic,35,665,7980,annual,False,622,2,0,50.0,10.0,4247.2,2.0,0.0,4.0,3.0,6.333333333333333,103.33333333333333,4.0,0.0,1267,19.0,31.0,0.13636363636363638,12.5,0.04,0.5454545454545455
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,S-47cfb3,Basic,11,209,2508,annual,True,612,1,1,81.0,10.125,3162.375,3.0,2.0,6.0,5.0,44.8,71.6,5.0,0.0,628,19.0,50.0,0.02183406113537118,13.5,0.037037037037037035,0.1091703056768559
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,S-e6a17a,Enterprise,25,4975,59700,annual,True,623,3,2,75.0,10.714285714285714,3836.714285714286,2.0,0.0,7.0,,,,,,670,199.0,,,10.714285714285714,0.02666666666666667,
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,S-3bd427,Basic,61,1159,13908,monthly,True,638,0,0,29.0,7.25,2069.25,0.0,0.0,4.0,5.0,31.4,107.0,3.5,0.0,1117,19.0,4.0,0.0308641975308642,7.25,0.0,0.1080246913580247
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,S-ac8fd3,Enterprise,18,3582,42984,monthly,True,659,3,0,35.0,8.75,3484.75,3.0,2.0,4.0,5.0,33.2,139.6,4.5,0.0,1290,199.0,4.0,0.029239766081871343,8.75,0.08571428571428572,0.13157894736842105
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,S-18b808,Enterprise,9,1791,21492,annual,True,751,1,0,24.0,8.0,2400.0,6.0,0.0,3.0,5.0,48.2,119.2,3.3333333333333335,1.0,1205,199.0,-13.0,0.02032520325203252,8.0,0.25,0.06775067750677508
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,S-caca4f,Basic,54,1026,12312,annual,False,636,2,0,41.0,8.2,1986.0,2.0,0.0,5.0,4.0,31.0,72.5,3.0,0.0,1017,19.0,17.0,0.03125,8.2,0.04878048780487805,0.09375
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,S-ddc51c,Pro,38,1862,22344,annual,True,633,0,0,111.0,11.1,4251.1,3.0,0.0,10.0,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0,780,49.0,90.0,0.034090909090909095,11.1,0.02702702702702703,0.125
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,S-2852dd,Enterprise,10,1990,23880,monthly,True,623,2,1,41.0,13.666666666666666,1902.3333333333333,3.0,0.0,3.0,3.0,37.0,93.33333333333333,5.0,0.0,1076,199.0,20.0,0.02631578947368421,13.666666666666666,0.07317073170731707,0.13157894736842105
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,S-88d746,Enterprise,18,3582,42984,monthly,True,616,0,0,47.0,9.4,1814.0,1.0,0.0,5.0,5.0,45.0,75.4,4.0,0.0,845,199.0,20.0,0.021739130434782608,9.4,0.02127659574468085,0.08695652173913043
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,S-05b245,Enterprise,34,6766,81192,annual,True,732,2,0,81.0,10.125,2318.375,3.0,1.0,7.0,6.0,30.333333333333332,88.5,4.6,1.0,1049,199.0,45.0,0.03191489361702128,11.571428571428571,0.037037037037037035,0.1468085106382979
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,S-f26ae0,Basic,9,171,2052,monthly,True,791,0,1,69.0,8.625,2865.25,1.0,1.0,8.0,4.0,23.25,58.25,,1.0,1259,19.0,47.0,0.041237113402061855,8.625,0.014492753623188406,
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,S-c35f78,Pro,38,0,0,annual,True,692,4,1,76.0,10.857142857142858,4061.5714285714284,10.0,0.0,7.0,5.0,21.2,90.4,4.25,0.0,1185,0.0,31.0,0.04504504504504505,10.857142857142858,0.13157894736842105,0.19144144144144146
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,S-9f7b07,Pro,10,490,5880,annual,False,644,1,1,29.0,14.5,902.0,4.0,0.0,2.0,3.0,29.0,81.33333333333333,4.0,0.0,786,49.0,6.0,0.03333333333333333,14.5,0.13793103448275862,0.13333333333333333
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,S-8a46fe,Enterprise,17,3383,40596,monthly,True,637,2,0,143.0,11.0,2793.3846153846152,2.0,3.0,11.0,3.0,33.333333333333336,49.666666666666664,5.0,0.0,943,199.0,124.0,0.029126213592233007,13.0,0.013986013986013986,0.14563106796116504
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,S-6ce221,Basic,9,171,2052,annual,True,693,0,1,83.0,9.222222222222221,1679.888888888889,8.0,0.0,7.0,2.0,42.5,159.5,5.0,0.0,952,19.0,57.0,0.022988505747126436,11.857142857142858,0.0963855421686747,0.11494252873563218
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,S-3f18be,Enterprise,16,3184,38208,annual,True,616,1,0,10.0,3.3333333333333335,725.0,3.0,0.0,3.0,5.0,37.8,76.0,4.0,0.0,942,199.0,-21.0,0.025773195876288662,3.3333333333333335,0.3,0.10309278350515465
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,S-e9395e,Pro,64,3136,37632,monthly,True,622,2,0,11.0,11.0,2046.0,0.0,1.0,1.0,3.0,36.333333333333336,62.333333333333336,3.0,0.0,1116,49.0,-4.0,0.026785714285714284,11.0,0.0,0.08035714285714285
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,S-1f8215,Pro,15,735,8820,annual,True,632,3,1,,,,,,,3.0,36.333333333333336,115.0,4.0,1.0,1312,49.0,,0.026785714285714284,,,0.10714285714285714
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,S-44046d,Basic,36,684,8208,annual,True,666,0,1,41.0,13.666666666666666,2314.0,1.0,0.0,3.0,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,1172,19.0,24.0,0.06122448979591836,13.666666666666666,0.024390243902439025,0.26530612244897955
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,S-8486d2,Enterprise,30,5970,71640,annual,True,614,0,2,56.0,9.333333333333334,3371.8333333333335,6.0,1.0,5.0,3.0,28.0,93.0,4.0,1.0,1314,199.0,29.0,0.034482758620689655,11.2,0.10714285714285714,0.13793103448275862
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,S-53361d,Enterprise,33,0,0,monthly,False,612,0,0,80.0,8.88888888888889,2791.5555555555557,6.0,0.0,8.0,7.0,40.42857142857143,76.0,3.8,0.0,683,0.0,33.0,0.02413793103448276,10.0,0.075,0.09172413793103448
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,S-36480d,Pro,30,1470,17640,annual,True,638,1,0,50.0,10.0,3387.4,0.0,1.0,4.0,1.0,72.0,111.0,,0.0,1290,49.0,45.0,0.0136986301369863,12.5,0.0,
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,S-6e81f5,Pro,38,1862,22344,annual,True,685,1,0,22.0,7.333333333333333,1424.0,1.0,1.0,3.0,4.0,32.5,103.75,4.0,1.0,1007,49.0,0.0,0.029850746268656716,7.333333333333333,0.045454545454545456,0.11940298507462686
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,S-21c164,Basic,34,646,7752,annual,True,611,2,0,41.0,10.25,2728.5,0.0,1.0,4.0,2.0,42.0,108.0,3.0,0.0,910,19.0,31.0,0.023255813953488372,10.25,0.0,0.06976744186046512
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,S-aced77,Enterprise,93,18507,222084,annual,True,622,0,0,74.0,9.25,2190.5,10.0,0.0,8.0,1.0,13.0,128.0,3.0,0.0,789,199.0,49.0,0.07142857142857142,9.25,0.13513513513513514,0.21428571428571427
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,S-d7d398,Enterprise,29,0,0,annual,True,614,0,0,124.0,10.333333333333334,3086.6666666666665,3.0,1.0,10.0,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,676,0.0,88.0,0.03680981595092024,12.4,0.024193548387096774,0.1349693251533742
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,S-f4e174,Basic,39,0,0,annual,True,625,1,1,72.0,10.285714285714286,2256.714285714286,1.0,2.0,7.0,4.0,31.25,60.5,4.0,0.0,1088,0.0,50.0,0.031007751937984496,10.285714285714286,0.013888888888888888,0.12403100775193798
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,S-54df4c,Pro,28,1372,16464,annual,True,654,0,0,11.0,11.0,2090.0,0.0,0.0,1.0,5.0,36.2,116.2,5.0,0.0,1097,49.0,-14.0,0.026881720430107524,11.0,0.0,0.13440860215053763
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,S-984423,Enterprise,25,4975,59700,monthly,True,743,0,0,20.0,10.0,4422.5,2.0,0.0,2.0,5.0,32.8,68.4,4.333333333333333,0.0,1118,199.0,-9.0,0.02958579881656805,10.0,0.1,0.1282051282051282
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,S-1fb7ac,Pro,45,2205,26460,annual,True,628,0,1,49.0,9.8,2706.6,0.0,0.0,5.0,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,721,49.0,19.0,0.029850746268656716,9.8,0.0,0.10945273631840795
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,S-70cc83,Pro,47,2303,27636,monthly,True,626,1,0,80.0,10.0,2068.5,7.0,0.0,8.0,4.0,22.5,80.25,5.0,1.0,1023,49.0,46.0,0.0425531914893617,10.0,0.0875,0.2127659574468085
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,S-814624,Enterprise,82,0,0,annual,True,614,0,1,38.0,9.5,3017.0,6.0,0.0,4.0,7.0,33.0,78.0,4.2,0.0,648,0.0,-9.0,0.029411764705882353,9.5,0.15789473684210525,0.12352941176470589
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,S-56ed05,Pro,19,0,0,annual,True,618,3,2,83.0,10.375,2932.625,10.0,0.0,7.0,3.0,45.333333333333336,102.66666666666667,4.5,0.0,735,0.0,48.0,0.021582733812949638,11.857142857142858,0.12048192771084337,0.09712230215827337
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,S-b152d6,Pro,7,343,4116,monthly,True,617,1,1,45.0,7.5,3310.5,6.0,1.0,6.0,4.0,28.0,82.0,5.0,1.0,727,49.0,13.0,0.034482758620689655,7.5,0.13333333333333333,0.1724137931034483
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,S-f020d4,Enterprise,31,6169,74028,annual,True,625,0,2,50.0,10.0,2924.4,6.0,0.0,5.0,6.0,37.833333333333336,67.83333333333333,5.0,1.0,986,199.0,8.0,0.02575107296137339,10.0,0.12,0.12875536480686695
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,S-808efb,Enterprise,15,2985,35820,monthly,True,656,1,2,15.0,15.0,3540.0,2.0,0.0,1.0,3.0,32.666666666666664,88.0,5.0,0.0,823,199.0,-4.0,0.029702970297029705,15.0,0.13333333333333333,0.14851485148514854
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,S-2fd650,Enterprise,15,0,0,annual,False,638,1,0,60.0,10.0,2150.1666666666665,2.0,0.0,6.0,2.0,10.0,107.0,3.0,0.0,1233,0.0,46.0,0.09090909090909091,10.0,0.03333333333333333,0.2727272727272727
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,S-fa7c1a,Enterprise,12,2388,28656,monthly,True,682,2,0,25.0,8.333333333333334,2059.0,7.0,0.0,3.0,2.0,68.5,86.5,3.0,1.0,1185,199.0,1.0,0.014388489208633094,8.333333333333334,0.28,0.04316546762589928
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,S-697d16,Enterprise,19,0,0,monthly,True,611,2,1,44.0,11.0,3495.0,0.0,1.0,4.0,6.0,41.0,86.5,4.333333333333333,0.0,1065,0.0,14.0,0.023809523809523808,11.0,0.0,0.10317460317460315
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,S-1c7a41,Basic,24,456,5472,monthly,True,622,0,1,30.0,10.0,3967.0,0.0,1.0,3.0,5.0,39.2,61.4,4.0,0.0,865,19.0,5.0,0.02487562189054726,10.0,0.0,0.09950248756218905
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,S-d322a2,Basic,24,456,5472,monthly,True,763,0,1,66.0,11.0,3712.8333333333335,4.0,0.0,5.0,3.0,44.666666666666664,63.0,4.333333333333333,0.0,1011,19.0,43.0,0.021897810218978103,13.2,0.06060606060606061,0.0948905109489051
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,S-b8c3e6,Enterprise,86,0,0,monthly,True,629,0,0,37.0,9.25,3402.5,4.0,1.0,4.0,1.0,47.0,48.0,4.0,0.0,880,0.0,24.0,0.020833333333333332,9.25,0.10810810810810811,0.08333333333333333
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,S-75e469,Pro,33,1617,19404,monthly,True,614,1,1,25.0,8.333333333333334,1315.6666666666667,1.0,1.0,3.0,5.0,24.2,88.8,4.2,0.0,657,49.0,-2.0,0.03968253968253968,8.333333333333334,0.04,0.16666666666666666
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,S-779baa,Basic,30,0,0,monthly,True,673,0,0,51.0,8.5,3347.8333333333335,4.0,0.0,5.0,1.0,64.0,136.0,,0.0,1155,0.0,38.0,0.015384615384615385,10.2,0.0784313725490196,
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,S-3947da,Enterprise,30,5970,71640,annual,True,721,2,0,59.0,8.428571428571429,3255.5714285714284,3.0,1.0,6.0,5.0,22.2,94.0,3.6666666666666665,1.0,1055,199.0,28.0,0.04310344827586207,9.833333333333334,0.05084745762711865,0.15804597701149425
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,S-1cefc9,Pro,48,2352,28224,annual,True,626,1,0,51.0,10.2,3360.8,1.0,1.0,5.0,3.0,46.333333333333336,67.0,4.333333333333333,0.0,1331,49.0,34.0,0.02112676056338028,10.2,0.0196078431372549,0.09154929577464788
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,S-83ee75,Pro,26,1274,15288,monthly,True,615,1,0,11.0,5.5,1690.0,0.0,0.0,2.0,3.0,18.333333333333332,85.33333333333333,,0.0,925,49.0,-4.0,0.05172413793103449,5.5,0.0,
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,S-778c7e,Enterprise,2,398,4776,annual,False,623,1,2,55.0,11.0,3888.4,6.0,0.0,5.0,2.0,38.5,98.0,4.0,1.0,854,199.0,33.0,0.02531645569620253,11.0,0.10909090909090909,0.10126582278481013
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,S-2f0291,Enterprise,27,5373,64476,annual,True,648,1,3,67.0,11.166666666666666,3305.8333333333335,0.0,0.0,6.0,6.0,31.5,71.0,4.0,0.0,1040,199.0,37.0,0.03076923076923077,11.166666666666666,0.0,0.12307692307692308
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,S-fcd231,Enterprise,63,0,0,annual,True,611,2,0,22.0,7.333333333333333,2048.3333333333335,0.0,0.0,3.0,6.0,37.333333333333336,79.16666666666667,4.4,0.0,662,0.0,-8.0,0.02608695652173913,7.333333333333333,0.0,0.11478260869565218
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,S-7003c5,Basic,5,95,1140,annual,True,612,0,0,39.0,13.0,3859.0,4.0,1.0,3.0,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,989,19.0,1.0,0.0320855614973262,13.0,0.10256410256410256,0.1176470588235294
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,S-4291f7,Enterprise,70,13930,167160,monthly,False,653,2,1,55.0,9.166666666666666,2570.3333333333335,4.0,1.0,6.0,4.0,37.25,88.25,3.0,1.0,981,199.0,27.0,0.026143790849673203,9.166666666666666,0.07272727272727272,0.0784313725490196
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,S-e66253,Enterprise,15,2985,35820,annual,True,653,3,2,37.0,9.25,3252.25,2.0,0.0,4.0,1.0,17.0,132.0,4.0,1.0,1218,199.0,28.0,0.05555555555555555,9.25,0.05405405405405406,0.2222222222222222
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,S-5a1d20,Pro,16,784,9408,annual,True,634,1,0,71.0,10.142857142857142,2823.5714285714284,3.0,0.0,7.0,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,1152,49.0,30.0,0.03056768558951965,10.142857142857142,0.04225352112676056,0.11208151382823871
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,S-55d53c,Basic,19,361,4332,annual,True,634,1,0,83.0,11.857142857142858,3086.285714285714,8.0,0.0,6.0,2.0,41.0,72.0,3.5,0.0,738,19.0,57.0,0.023809523809523808,13.833333333333334,0.0963855421686747,0.08333333333333333
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,S-7f5316,Basic,19,0,0,monthly,True,686,1,0,71.0,10.142857142857142,3819.714285714286,6.0,1.0,6.0,5.0,36.0,79.4,,1.0,1038,0.0,34.0,0.02702702702702703,11.833333333333334,0.08450704225352113,
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,S-8707e7,Basic,14,266,3192,annual,True,611,0,0,23.0,7.666666666666667,2425.0,5.0,0.0,3.0,7.0,38.0,83.42857142857143,4.5,0.0,616,19.0,-22.0,0.02564102564102564,7.666666666666667,0.21739130434782608,0.11538461538461538
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,S-6f488b,Basic,44,836,10032,annual,False,613,1,0,23.0,7.666666666666667,3295.6666666666665,1.0,1.0,3.0,4.0,37.5,116.5,3.75,0.0,775,19.0,1.0,0.025974025974025976,7.666666666666667,0.043478260869565216,0.09740259740259741
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,S-003647,Enterprise,9,1791,21492,monthly,True,619,0,0,71.0,8.875,1627.25,3.0,2.0,8.0,2.0,41.0,152.0,4.5,0.0,839,199.0,55.0,0.023809523809523808,8.875,0.04225352112676056,0.10714285714285714
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,S-4f0027,Enterprise,19,3781,45372,annual,True,611,2,0,64.0,10.666666666666666,4045.3333333333335,2.0,1.0,6.0,2.0,50.0,82.5,,0.0,861,199.0,50.0,0.0196078431372549,10.666666666666666,0.03125,
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,S-e9257d,Pro,73,3577,42924,annual,False,611,3,0,56.0,11.2,2093.0,4.0,0.0,4.0,4.0,43.25,92.5,4.5,0.0,1083,49.0,28.0,0.022598870056497175,14.0,0.07142857142857142,0.1016949152542373
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,S-738d4a,Pro,15,735,8820,annual,True,636,3,0,37.0,9.25,3008.0,2.0,1.0,4.0,1.0,49.0,77.0,,0.0,838,49.0,28.0,0.02,9.25,0.05405405405405406,
